kind,title,aliases,summary,body,lane,scope,source_ref
equipment,Daikin EWAD-TZ (inverter screw),EWAD-TZ; Daikin inverter screw chiller,"Daikin Applied Europe's air-cooled inverter-screw chiller, R-134a (R-513A option), roughly 170–2,100 kW, single-screw compressors with VFD, MCHE or coated coils, high-ambient versions. The Daikin flagship for Gulf projects needing part-load efficiency.",Eurovent-certified; MicroTech controls; sold and supported by Daikin Middle East. Quote at 46 °C with the high-ambient option checked.,refrigeration,general,"Manufacturer website / catalogue, 2025–26 — verify model, size range and certification against the current edition"
equipment,Daikin EWAT-B (R-32 scroll),EWAT-B; Daikin R-32 chiller,"Daikin's air-cooled scroll chiller on R-32, roughly 80–700 kW, with Eurovent certification and a low-GWP story for green-building credits. Covers the small and medium end of Gulf projects.",A2L refrigerant: check siting and leak-detection requirements under ASHRAE 15 / EN 378 with the authority.,refrigeration,general,"Manufacturer website / catalogue, 2025–26 — verify model, size range and certification against the current edition"
equipment,York YVAA (variable-speed screw),YVAA; York inverter screw chiller; YVAA-HA,"Johnson Controls' air-cooled variable-speed screw chiller, R-134a (R-513A option), about 150–600 TR, with high-ambient (HA) versions engineered for 52–55 °C operation. The York flagship in KSA and UAE.","Built and supported through Johnson Controls Arabia for the Kingdom; aligned with SASO and SEEC requirements per JCI. Smart Connect / OptiView controls, BACnet/Modbus.",refrigeration,general,"Manufacturer website / catalogue, 2025–26 — verify model, size range and certification against the current edition"
equipment,York YLAA (scroll),YLAA; York scroll chiller,"JCI's air-cooled scroll chiller, roughly 40–200 TR, R-410A (moving to R-454B), the workhorse for small commercial buildings and villa compounds.",,refrigeration,general,"Manufacturer website / catalogue, 2025–26 — verify model, size range and certification against the current edition"
equipment,Systemair SYSCROLL Air / SYSCREW Air,SYSCROLL; SYSCREW; Systemair chiller,"Systemair's air-cooled chiller families from Systemair AC (Italy): SYSCROLL (scroll) and SYSCREW (screw), offered in the Gulf with high-ambient and coated-coil options.","Confirm current model names, refrigerant and Eurovent listing with Systemair Middle East before quoting.",refrigeration,general,"Manufacturer website / catalogue, 2025–26 — verify model, size range and certification against the current edition"
note,"UAE market — what changes for AHU, FCU and chillers",UAE; Dubai; Abu Dhabi; United Arab Emirates,Power 400 V / 3 ph / 50 Hz; design ambient 46 °C; Dubai Green Building Regulations and Estidama set efficiency; Eurovent certification is the consultant's check; coastal corrosion and district cooling shape the selections.,"Authorities: Dubai Municipality (DM) and DEWA in Dubai; DMT and Estidama in Abu Dhabi; Trakhees in the free zones; Civil Defence for fire and smoke. Energy conformity for packaged AC through MoIAT/ECAS. District cooling (Empower, Tabreed, Emicool) supplies much of Dubai and Abu Dhabi, so FCU and AHU coils are often rated at 5.5 °C supply and a high ΔT, and PICVs are demanded to protect the provider's ΔT.",reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,"KSA market — what changes for AHU, FCU and chillers",KSA; Saudi Arabia; Riyadh; Jeddah; Saudi,Power 380 V / 3 ph / 60 Hz; design ambient 46–50 °C with 52–55 °C operation expected; SASO 2874 registration for chillers; SBC 501/601 for permits; dust and sand drive filtration and coil design.,"60 Hz is the first check on any Saudi enquiry: a 50 Hz selection is the wrong unit. Registration on the SASO SLS portal and the energy label must exist before shipment. Aramco, Ma'aden and SABIC sites apply their own standards (SAES-K) above the code. Giga-projects (NEOM, Red Sea, Diriyah) add LEED / Mostadam targets and low-GWP refrigerant preferences.",reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,UAE electrical supply — 50 Hz,,"400 V, 3-phase, 50 Hz (230 V single-phase). Fans, compressors and VFDs are 50 Hz builds; a 60 Hz KSA unit will not do.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,UAE design ambient — 46 °C,,"ASHRAE 0.4 % design for Dubai is about 43.6 °C dry-bulb, but specifications quote 46 °C for chillers and condensing units, and expect operation to 50–52 °C without tripping.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,Coastal corrosion protection,,"Dubai, Abu Dhabi and the northern emirates are salt-air sites: coated condenser coils (e-coat or Blygold), stainless hardware, and marine-grade paint on outdoor AHUs and chillers are standard clauses.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,District cooling design temperatures,,"Empower / Tabreed / Emicool deliver 5.5 °C supply with a contracted return of 13.5–16 °C. Every FCU and AHU coil on the site is selected at those temperatures, and low-ΔT penalties push PICVs and 4-row coils.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,"Dubai Civil Defence — ducts, dampers and smoke",,"The UAE Fire and Life Safety Code governs fire/smoke dampers, duct smoke detectors and fan shutdown; the AHU must accept the DCD-required interlocks.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,KSA electrical supply — 60 Hz,,"380 V, 3-phase, 60 Hz (220 V single-phase). Motors run 20 % faster, fan curves shift, chiller capacity and power both change — every selection is re-run at 60 Hz.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,KSA design ambient — 46 to 50 °C,,"Riyadh, Dammam and the Eastern Province specify 46–50 °C design with continuous operation to 52 °C or 55 °C; Jeddah adds humidity. High-ambient chiller packages are the norm, not the option.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,SASO / SLS registration before shipment,,Chillers and large AC fall under SASO 2874; small units under SASO 2663. The SLS registration and energy label are checked at customs — allow weeks in the programme.,,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,Dust and sand,,"Sand-trap louvres on fresh-air intakes, generous filter face area, filter DP monitoring, wider condenser fin spacing and hinged coil guards for washing are Saudi standard practice.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
note,"Industrial owner standards — Aramco, SABIC, Ma'aden",,"Owner engineering standards sit above the Saudi Building Code: SAES-K for Aramco HVAC, with vendor pre-qualification, 50 °C+ design and corrosion classes. Read them before the catalogue.",,reference,general,Manufacturer catalogues and Gulf specifications — verify against the current edition
