kind,title,aliases,summary,body,lane,scope,source_ref
word,Enlightenment,"enlightened; ज्ञानोदय, बोध; روشن خیالی، معرفت; Marifat",A state of deep spiritual understanding; the Buddha's awakening.,"ज्ञानोदय, बोध · روشن خیالی، معرفت (Marifat)

**In use**

- Gautama attained enlightenment under a peepal tree and became the Buddha.

*From NCERT First Flight — The Sermon at Benares.*",nouns,general,NCERT First Flight — The Sermon at Benares
word,Hypochondriac,hypochondria; काल्पनिक रोगी; وہمی مریض; Wahmi mareez,A person who constantly worries about being ill.,"काल्पनिक रोगी · وہمی مریض (Wahmi mareez)

**In use**

- Lomov, a hypochondriac, feels palpitations at every argument in The Proposal.

*From NCERT First Flight — The Proposal.*",nouns,general,NCERT First Flight — The Proposal
word,Palpitation,"palpitations; धड़कन, घबराहट; دھڑکن; Dharkan","A fast, fluttering heartbeat.","धड़कन, घबराहट · دھڑکن (Dharkan)

**In use**

- ""My heart! I'm having a palpitation"" — Lomov, mid-quarrel over the Oxen Meadows.

*From NCERT First Flight — The Proposal.*",nouns,general,NCERT First Flight — The Proposal
word,Hemlock,हेमलॉक (एक ज़हरीला पौधा); ہیملاک; Hemlock,A poisonous plant; a tree of the pine family.,"हेमलॉक (एक ज़हरीला पौधा) · ہیملاک (Hemlock)

**In use**

- ""The way a crow shook down on me the dust of snow from a hemlock tree.""

*From NCERT First Flight — Dust of Snow (poem).*",nouns,general,NCERT First Flight — Dust of Snow (poem)
word,Perish,perished; perishing; नष्ट होना; فنا ہونا; Fana hona,To die or be destroyed.,"नष्ट होना · فنا ہونا (Fana hona)

**In use**

- ""Some say the world will end in fire… to say that for destruction ice is also great and would suffice.""

*From NCERT First Flight — Fire and Ice (poem).*",verbs,general,NCERT First Flight — Fire and Ice (poem)
word,Suffice,sufficed; sufficient; पर्याप्त होना; کافی ہونا; Kaafi hona,To be enough.,"पर्याप्त होना · کافی ہونا (Kaafi hona)

**In use**

- Ice, says Frost, ""would suffice"" to end the world.

*From NCERT First Flight — Fire and Ice (poem).*",verbs,general,NCERT First Flight — Fire and Ice (poem)
word,Lurk,lurked; lurking; घात लगाना; گھات لگانا; Ghaat lagana,"To wait hidden, often with bad intent.","घात लगाना · گھات لگانا (Ghaat lagana)

**In use**

- The tiger should be lurking in the shadow, sliding through long grass — not pacing a cage.

*From NCERT First Flight — A Tiger in the Zoo (poem).*",verbs,general,NCERT First Flight — A Tiger in the Zoo (poem)
word,Hyena,hyenas; लकड़बग्घा; لکڑبگھا; Lakarbagha,A dog-like animal known for its laughing cry.,"लकड़बग्घा · لکڑبگھا (Lakarbagha)

**In use**

- ""If he laughs like a merry maid, he is the hyena.""

*From NCERT First Flight — How to Tell Wild Animals (poem).*",nouns,general,NCERT First Flight — How to Tell Wild Animals (poem)
word,Epistle,epistles; पत्र; خط، مکتوب; Maktoob,"A letter, especially a long or formal one.","पत्र · خط، مکتوب (Maktoob)

**In use**

- ""Nay, there's a deeper reason… a letter — an epistle — would not do"" — Amanda's world of daydream.

*From NCERT First Flight — Amanda! (poem).*",nouns,general,NCERT First Flight — Amanda! (poem)
word,Moody,"moodily; moods; मूडी, चिड़चिड़ा; بدمزاج; Bad-mizaj",Prone to sudden changes of mood; sulky.,"मूडी, चिड़चिड़ा · بدمزاج (Bad-mizaj)

**In use**

- ""Don't be moody, Amanda!"" — the constant nagging the poem is built on.

*From NCERT First Flight — Amanda! (poem).*",describing,general,NCERT First Flight — Amanda! (poem)
word,Realio,(गढ़ा गया शब्द — सचमुच); (خود ساختہ لفظ — واقعی); Realio,"A made-up word, used with ""trulio"", meaning really and truly.","(गढ़ा गया शब्द — सचमुच) · (خود ساختہ لفظ — واقعی) (Realio)

**In use**

- Custard the dragon ""was a realio, trulio, little pet dragon"".

*From NCERT First Flight — The Tale of Custard the Dragon (poem).*",nouns,general,NCERT First Flight — The Tale of Custard the Dragon (poem)
word,Despair,despaired; despairing; निराशा; مایوسی; Mayoosi,Complete loss of hope.,"निराशा · مایوسی (Mayoosi)

**In use**

- ""Never shall a young man, thrown into despair by those great honey-coloured ramparts…""

*From NCERT First Flight — For Anne Gregory (poem).*",nouns,general,NCERT First Flight — For Anne Gregory (poem)
word,Bloated,bloat; फूला हुआ; پھولا ہوا; Phoola hua,"Swollen, especially from too much food or water.","फूला हुआ · پھولا ہوا (Phoola hua)

**In use**

- Tricki the dog was bloated from too many treats — ""like a bloated sausage"".

*From NCERT Footprints — A Triumph of Surgery.*",describing,general,NCERT Footprints — A Triumph of Surgery
word,Distraught,व्याकुल; پریشان حال; Pareshan-haal,Extremely worried and upset.,"व्याकुल · پریشان حال (Pareshan-haal)

**In use**

- Mrs Pumphrey was distraught when Herriot took Tricki to the surgery.

*From NCERT Footprints — A Triumph of Surgery.*",describing,general,NCERT Footprints — A Triumph of Surgery
word,Convalescing,convalesce; convalescence; स्वास्थ्य लाभ करना; صحت یاب ہونا; Sehat-yaab hona,Recovering gradually after an illness.,"स्वास्थ्य लाभ करना · صحت یاب ہونا (Sehat-yaab hona)

**In use**

- Tricki was ""convalescing"" — really just running with the other dogs and eating nothing extra.

*From NCERT Footprints — A Triumph of Surgery.*",verbs,general,NCERT Footprints — A Triumph of Surgery
word,Flattered,flatter; flattering; flattery; प्रशंसा से प्रसन्न; خوشامد سے خوش; Khushamad se khush,"Pleased by praise, sometimes insincere praise.","प्रशंसा से प्रसन्न · خوشامد سے خوش (Khushamad se khush)

**In use**

- Anil was flattered when the thief said he wanted to work for him.

*From NCERT Footprints — The Thief's Story.*",verbs,general,NCERT Footprints — The Thief's Story
word,Deserted,desert; deserting; सुनसान; ویران; Veeran,Empty of people; abandoned.,"सुनसान · ویران (Veeran)

**In use**

- The deserted road at midnight is where the thief, Hari Singh, stood with Anil's money.

*From NCERT Footprints — The Thief's Story.*",describing,general,NCERT Footprints — The Thief's Story
word,Wharf,wharves; घाट; گھاٹ; Ghaat,A platform built on a shore for loading and unloading boats.,"घाट · گھاٹ (Ghaat)

**In use**

- Ausable's room had a view of the wharf — or so he told Max about the balcony.

*From NCERT Footprints — The Midnight Visitor.*",nouns,general,NCERT Footprints — The Midnight Visitor
word,Espionage,spy; spying; जासूसी; جاسوسی; Jasoosi,The work of spying.,"जासूसी · جاسوسی (Jasoosi)

**In use**

- Ausable did not fit the picture of espionage that Fowler had read about in books.

*From NCERT Footprints — The Midnight Visitor.*",nouns,general,NCERT Footprints — The Midnight Visitor
word,Passably,passable; ठीक-ठाक; ٹھیک ٹھاک; Theek-thaak,Reasonably well; well enough.,"ठीक-ठाक · ٹھیک ٹھاک (Theek-thaak)

**In use**

- Ausable spoke French and German passably, with an American accent.

*From NCERT Footprints — The Midnight Visitor.*",describing,general,NCERT Footprints — The Midnight Visitor
word,Burglar,"burglary; burglars; सेंधमार, चोर; چور، نقب زن; Naqab-zan",A person who breaks into a building to steal.,"सेंधमार, चोर · چور، نقب زن (Naqab-zan)

**In use**

- Horace Danby was a burglar who robbed one safe a year, for rare books.

*From NCERT Footprints — A Question of Trust.*",nouns,general,NCERT Footprints — A Question of Trust
word,Culprit,culprits; अपराधी; مجرم; Mujrim,The person responsible for a crime or fault.,"अपराधी · مجرم (Mujrim)

**In use**

- The lady in red was the real culprit; Horace went to prison for her robbery.

*From NCERT Footprints — A Question of Trust.*",nouns,general,NCERT Footprints — A Question of Trust
word,Sinister,"अशुभ, भयावह; منحوس; Manhoos",Seeming evil or threatening.,"अशुभ, भयावह · منحوس (Manhoos)

**In use**

- Griffin, the invisible scientist, was a lawless, sinister figure.

*From NCERT Footprints — Footprints without Feet.*",describing,general,NCERT Footprints — Footprints without Feet
word,Solitary,solitude; एकाकी; تنہا; Tanha,Alone; without companions.,"एकाकी · تنہا (Tanha)

**In use**

- Griffin chose a solitary life in the village inn — until his invisibility gave him away.

*From NCERT Footprints — Footprints without Feet.*",describing,general,NCERT Footprints — Footprints without Feet
word,Curator,curators; संग्रहाध्यक्ष; منتظمِ عجائب گھر; Muntazim,A person in charge of a museum or collection.,"संग्रहाध्यक्ष · منتظمِ عجائب گھر (Muntazim)

**In use**

- Richard Ebright was helped by a curator who suggested the viceroy butterfly project.

*From NCERT Footprints — The Making of a Scientist.*",nouns,general,NCERT Footprints — The Making of a Scientist
word,Monarch,monarchs; मोनार्क तितली; सम्राट; مونارک تتلی; بادشاہ; Monarch,A butterfly with orange and black wings; also a king or queen.,"मोनार्क तितली; सम्राट · مونارک تتلی; بادشاہ (Monarch)

**In use**

- Ebright raised thousands of monarch butterflies and tagged them for the scientists.

*From NCERT Footprints — The Making of a Scientist.*",nouns,general,NCERT Footprints — The Making of a Scientist
word,Fortnight,fortnights; पखवाड़ा; پندرہ دن; Pandrah din,Two weeks.,"पखवाड़ा · پندرہ دن (Pandrah din)

**In use**

- Matilda borrowed the necklace for one night and lost it — the couple searched for a fortnight.

*From NCERT Footprints — The Necklace.*",nouns,general,NCERT Footprints — The Necklace
word,Usurer,usury; usurers; सूदखोर; سود خور; Sood-khor,A person who lends money at very high interest.,"सूदखोर · سود خور (Sood-khor)

**In use**

- Loisel borrowed from usurers to buy a diamond necklace worth thirty-six thousand francs.

*From NCERT Footprints — The Necklace.*",nouns,general,NCERT Footprints — The Necklace
word,Numaish,"प्रदर्शनी, मेला; نمائش; Numaish",Exhibition; fair (from Urdu).,"प्रदर्शनी, मेला · نمائش (Numaish)

**In use**

- Bholi's father said the school was like a numaish where girls learned nothing.

*From NCERT Footprints — Bholi.*",nouns,general,NCERT Footprints — Bholi
word,Stammer,stammered; stammering; हकलाना; ہکلانا; Haklana,"To speak with pauses and repeated sounds, from nerves or a speech difficulty.","हकलाना · ہکلانا (Haklana)

**In use**

- Bholi stammered, and the children laughed — until the teacher's patience changed her.

*From NCERT Footprints — Bholi.*",verbs,general,NCERT Footprints — Bholi
word,Squiggle,squiggles; टेढ़ी-मेढ़ी लकीर; ٹیڑھی میڑھی لکیر; Terhi-merhi lakeer,"A short, twisting line or mark.","टेढ़ी-मेढ़ी लकीर · ٹیڑھی میڑھی لکیر (Terhi-merhi lakeer)

**In use**

- The Martians thought the squiggles in the book were a code — it was only a nursery rhyme.

*From NCERT Footprints — The Book That Saved the Earth.*",nouns,general,NCERT Footprints — The Book That Saved the Earth
word,Absurd,absurdity; बेतुका; بے تکا; Be-tuka,Ridiculous; making no sense.,"बेतुका · بے تکا (Be-tuka)

**In use**

- The narrator found it absurd that his grandmother had once been young and pretty.

*From NCERT Hornbill — The Portrait of a Lady.*",describing,general,NCERT Hornbill — The Portrait of a Lady
word,Rosary,rosaries; माला; تسبیح; Tasbeeh,A string of beads used for counting prayers.,"माला · تسبیح (Tasbeeh)

**In use**

- Grandmother's fingers were always busy telling the beads of her rosary.

*From NCERT Hornbill — The Portrait of a Lady.*",nouns,general,NCERT Hornbill — The Portrait of a Lady
word,Seclusion,secluded; एकांत; تنہائی; Tanhai,Being kept away from others; privacy.,"एकांत · تنہائی (Tanhai)

**In use**

- In the city, grandmother accepted her seclusion with the sparrows for company.

*From NCERT Hornbill — The Portrait of a Lady.*",nouns,general,NCERT Hornbill — The Portrait of a Lady
word,Honing,hone; honed; निखारना; نکھارنا; Nikharna,Sharpening or improving a skill.,"निखारना · نکھارنا (Nikharna)

**In use**

- The family spent months honing their seafaring skills before the round-the-world voyage.

*From NCERT Hornbill — We're Not Afraid to Die.*",verbs,general,NCERT Hornbill — We're Not Afraid to Die
word,Ominous,omen; अशुभ; منحوس; Manhoos,Suggesting that something bad is going to happen.,"अशुभ · منحوس (Manhoos)

**In use**

- An ominous silence — the wind dropped, and then the wave the size of a cloud came.

*From NCERT Hornbill — We're Not Afraid to Die.*",describing,general,NCERT Hornbill — We're Not Afraid to Die
word,Dinghy,dinghies; छोटी नाव; چھوٹی کشتی; Chhoti kashti,A small open boat.,"छोटी नाव · چھوٹی کشتی (Chhoti kashti)

**In use**

- They had to decide whether to abandon the Wavewalker for the dinghy.

*From NCERT Hornbill — We're Not Afraid to Die.*",nouns,general,NCERT Hornbill — We're Not Afraid to Die
word,Mummy,mummies; mummified; ममी; حنوط شدہ لاش; Hanoot-shuda laash,"A body preserved by embalming, especially in ancient Egypt.","ममी · حنوط شدہ لاش (Hanoot-shuda laash)

**In use**

- Tut's mummy was scanned in 2005 to learn how he died.

*From NCERT Hornbill — Discovering Tut.*",nouns,general,NCERT Hornbill — Discovering Tut
word,Resurrection,resurrect; पुनरुत्थान; قیامت، دوبارہ زندگی; Dobara zindagi,Coming back to life after death.,"पुनरुत्थान · قیامت، دوبارہ زندگی (Dobara zindagi)

**In use**

- The Egyptians believed in resurrection, so the body had to be preserved.

*From NCERT Hornbill — Discovering Tut.*",nouns,general,NCERT Hornbill — Discovering Tut
word,Pallbearer,pallbearers; अर्थी उठाने वाला; جنازہ اٹھانے والا; Janaza uthane wala,A person who helps carry a coffin at a funeral.,"अर्थी उठाने वाला · جنازہ اٹھانے والا (Janaza uthane wala)

**In use**

- Tut's body was carried like a pallbearer's burden into the CT scanner.

*From NCERT Hornbill — Discovering Tut.*",nouns,general,NCERT Hornbill — Discovering Tut
word,Delicacy,delicacies; नज़ाकत; स्वादिष्ट व्यंजन; نزاکت; Nazakat,"Fine, careful skill; also a rare, fine food.","नज़ाकत; स्वादिष्ट व्यंजन · نزاکت (Nazakat)

**In use**

- Wu Daozi's landscape had a delicacy the Emperor admired — and then it swallowed the painter.

*From NCERT Hornbill — Landscape of the Soul.*",nouns,general,NCERT Hornbill — Landscape of the Soul
word,Illusionistic,illusion; भ्रमपूर्ण यथार्थ का; فریبِ نظر پیدا کرنے والا; Fareb-e-nazar,"Creating the appearance of reality, especially in art.","भ्रमपूर्ण यथार्थ का · فریبِ نظر پیدا کرنے والا (Fareb-e-nazar)

**In use**

- European art is illusionistic; the Chinese painter wants you to enter the painting.

*From NCERT Hornbill — Landscape of the Soul.*",describing,general,NCERT Hornbill — Landscape of the Soul
word,Sustainable,sustainability; टिकाऊ; پائیدار; Paidar,Able to continue without using up resources.,"टिकाऊ · پائیدار (Paidar)

**In use**

- The Ailing Planet argues for sustainable development that does not rob the future.

*From NCERT Hornbill — The Ailing Planet.*",describing,general,NCERT Hornbill — The Ailing Planet
word,Catastrophic,catastrophe; विनाशकारी; تباہ کن; Tabah-kun,Disastrous on a huge scale.,"विनाशकारी · تباہ کن (Tabah-kun)

**In use**

- Deforestation is proceeding at a catastrophic rate — forty to fifty million acres a year.

*From NCERT Hornbill — The Ailing Planet.*",describing,general,NCERT Hornbill — The Ailing Planet
word,Hollow,hollowness; खोखला; کھوکھلا; Khokhla,Empty inside; also insincere.,"खोखला · کھوکھلا (Khokhla)

**In use**

- Taplow finds Crocker-Harris's manner hollow — ""hardly human"".

*From NCERT Hornbill — The Browning Version.*",describing,general,NCERT Hornbill — The Browning Version
word,Sadist,sadistic; दूसरों को कष्ट देकर आनंद लेने वाला; دوسروں کو تکلیف دے کر لطف لینے والا; Aziyat-pasand,Someone who enjoys causing others pain.,"दूसरों को कष्ट देकर आनंद लेने वाला · دوسروں کو تکلیف دے کر لطف لینے والا (Aziyat-pasand)

**In use**

- ""He's not a sadist, he's just hardly human,"" Taplow says of his teacher.

*From NCERT Hornbill — The Browning Version.*",nouns,general,NCERT Hornbill — The Browning Version
word,Individuality,individual; व्यक्तित्व; انفرادیت; Infiradiyat,The quality that makes one person distinct from others.,"व्यक्तित्व · انفرادیت (Infiradiyat)

**In use**

- Childhood ends, the poet decides, when you find your individuality.

*From NCERT Hornbill — Childhood (poem).*",nouns,general,NCERT Hornbill — Childhood (poem)
word,Hypocrisy,hypocrite; hypocritical; पाखंड; منافقت; Munafiqat,Claiming to have beliefs you do not act on.,"पाखंड · منافقت (Munafiqat)

**In use**

- Adults preach love yet do not act lovingly — the child notices hypocrisy.

*From NCERT Hornbill — Childhood (poem).*",nouns,general,NCERT Hornbill — Childhood (poem)
word,Prodigal,"prodigal; उड़ाऊ, लौटा हुआ बेटा; فضول خرچ; Fuzool-kharch",A wasteful person; the son who leaves and returns (biblical).,"उड़ाऊ, लौटा हुआ बेटा · فضول خرچ (Fuzool-kharch)

**In use**

- ""I would have him prodigal, returning to his father's house"" — Father to Son.

*From NCERT Hornbill — Father to Son (poem).*",nouns,general,NCERT Hornbill — Father to Son (poem)
word,Nomad,nomads; nomadic; घुमंतू; خانہ بدوش; Khana-badosh,A person who moves from place to place with no fixed home.,"घुमंतू · خانہ بدوش (Khana-badosh)

**In use**

- On the Silk Road the nomads' tents dot the pastures as Vikram Seth climbs towards Mount Kailash.

*From NCERT Hornbill — Silk Road.*",nouns,general,NCERT Hornbill — Silk Road
word,Pilgrimage,pilgrim; pilgrimages; तीर्थयात्रा; زیارت; Ziyarat,A journey to a sacred place.,"तीर्थयात्रा · زیارت (Ziyarat)

**In use**

- Seth's kora around Kailash is a pilgrimage, and he wants the paperwork before he starts.

*From NCERT Hornbill — Silk Road.*",nouns,general,NCERT Hornbill — Silk Road
word,Cardboard,गत्ता; گتا; Gatta,"Thick, stiff paper; used in the poem for a photograph's mount.","गत्ता · گتا (Gatta)

**In use**

- ""The cardboard shows me how it was"" — the photograph of the mother as a girl.

*From NCERT Hornbill — A Photograph (poem).*",nouns,general,NCERT Hornbill — A Photograph (poem)
word,Transient,transience; क्षणभंगुर; عارضی; Aarzi,Passing quickly; not lasting.,"क्षणभंगुर · عارضی (Aarzi)

**In use**

- The sea, which changed less, and the transient feet of the girls on the sand.

*From NCERT Hornbill — A Photograph (poem).*",describing,general,NCERT Hornbill — A Photograph (poem)
word,Laburnum,लैबर्नम (पीले फूलों वाला वृक्ष); لابرنم; Laburnum,A small tree with hanging clusters of yellow flowers.,"लैबर्नम (पीले फूलों वाला वृक्ष) · لابرنم (Laburnum)

**In use**

- ""The Laburnum top is silent, quite still"" — until the goldfinch arrives.

*From NCERT Hornbill — The Laburnum Top (poem).*",nouns,general,NCERT Hornbill — The Laburnum Top (poem)
word,Lunatic,lunacy; पागल; پاگل; Pagal,A mad or wildly foolish person.,"पागल · پاگل (Pagal)

**In use**

- ""He was crazy… every branch of the family had a crazy streak"" — Mourad was the family's lunatic.

*From NCERT Snapshots — The Summer of the Beautiful White Horse.*",nouns,general,NCERT Snapshots — The Summer of the Beautiful White Horse
word,Hoof,hooves; खुर; سُم; Sum,The hard part of a horse's foot.,"खुर · سُم (Sum)

**In use**

- The white horse's hooves on the road at dawn — Aram thought he was dreaming.

*From NCERT Snapshots — The Summer of the Beautiful White Horse.*",nouns,general,NCERT Snapshots — The Summer of the Beautiful White Horse
word,Furtive,furtively; चोरी-छिपे; چوری چھپے; Chori-chhupe,Secretive; trying not to be noticed.,"चोरी-छिपे · چوری چھپے (Chori-chhupe)

**In use**

- The boys rode furtively at dawn so no one would see the stolen horse.

*From NCERT Snapshots — The Summer of the Beautiful White Horse.*",describing,general,NCERT Snapshots — The Summer of the Beautiful White Horse
word,Resign,"resigned; resignation; समर्पण करना, स्वीकार कर लेना; قبول کر لینا; Qubool kar lena",To accept something unpleasant as unavoidable.,"समर्पण करना, स्वीकार कर लेना · قبول کر لینا (Qubool kar lena)

**In use**

- The narrator resigned herself to never seeing her mother's belongings again — then found them in a stranger's house.

*From NCERT Snapshots — The Address.*",verbs,general,NCERT Snapshots — The Address
word,Bragging,brag; bragged; शेखी बघारना; شیخی بگھارنا; Sheikhi bagharna,Boasting; talking with too much pride about yourself.,"शेखी बघारना · شیخی بگھارنا (Sheikhi bagharna)

**In use**

- Ranga's father did not go bragging about his son's return, but half the village came anyway.

*From NCERT Snapshots — Ranga's Marriage.*",verbs,general,NCERT Snapshots — Ranga's Marriage
word,Astrologer,astrology; ज्योतिषी; نجومی; Najoomi,A person who claims to read fortunes in the stars.,"ज्योतिषी · نجومی (Najoomi)

**In use**

- The narrator arranged for the astrologer to ""discover"" Ratna's name in the stars.

*From NCERT Snapshots — Ranga's Marriage.*",nouns,general,NCERT Snapshots — Ranga's Marriage
word,Anxiety,anxious; anxieties; चिंता; بے چینی; Be-chaini,Worry or nervousness.,"चिंता · بے چینی (Be-chaini)

**In use**

- Einstein's anxiety at school — a place he called a hateful ""prison"".

*From NCERT Snapshots — Albert Einstein at School.*",nouns,general,NCERT Snapshots — Albert Einstein at School
word,Diploma,diplomas; डिप्लोमा; ڈپلومہ; Diploma,A certificate showing a course has been completed.,"डिप्लोमा · ڈپلومہ (Diploma)

**In use**

- Einstein left school without a diploma, with a medical certificate that said he needed rest.

*From NCERT Snapshots — Albert Einstein at School.*",nouns,general,NCERT Snapshots — Albert Einstein at School
word,Docility,docile; आज्ञाकारिता; فرمانبرداری; Farmanbardari,Quiet readiness to obey.,"आज्ञाकारिता · فرمانبرداری (Farmanbardari)

**In use**

- Mrs Pearson's docility is what her family exploit — until Mrs Fitzgerald swaps bodies with her.

*From NCERT Snapshots — Mother's Day.*",nouns,general,NCERT Snapshots — Mother's Day
word,Wheedle,wheedled; wheedling; फुसलाना; پھسلانا; Phuslana,To persuade someone with flattery or coaxing.,"फुसलाना · پھسلانا (Phuslana)

**In use**

- Doris tries to wheedle her mother into ironing her dress — and meets a new mother.

*From NCERT Snapshots — Mother's Day.*",verbs,general,NCERT Snapshots — Mother's Day
word,Stillborn,मृतजात; مردہ پیدا شدہ; Murda paida-shuda,Born dead.,"मृतजात · مردہ پیدا شدہ (Murda paida-shuda)

**In use**

- The baby was stillborn — and then, after the doctor's effort, it breathed.

*From NCERT Snapshots — Birth.*",describing,general,NCERT Snapshots — Birth
word,Vigour,"vigorous; ओज, शक्ति; توانائی; Tawanai",Physical strength and energy.,"ओज, शक्ति · توانائی (Tawanai)

**In use**

- The doctor rubbed the child with vigour until it began to breathe.

*From NCERT Snapshots — Birth.*",nouns,general,NCERT Snapshots — Birth
word,Gallows,फाँसी का तख़्ता; پھانسی گھاٹ; Phansi ghaat,A frame used for hanging criminals.,"फाँसी का तख़्ता · پھانسی گھاٹ (Phansi ghaat)

**In use**

- In Melon City the gallows was built — and only the king's neck fitted the noose.

*From NCERT Snapshots — The Tale of Melon City.*",nouns,general,NCERT Snapshots — The Tale of Melon City
word,Placid,placidly; शांत; پرسکون; Pur-sukoon,Calm and peaceful; not easily upset.,"शांत · پرسکون (Pur-sukoon)

**In use**

- The king of Melon City was ""just and placid"" — and then he was hanged by his own law.

*From NCERT Snapshots — The Tale of Melon City.*",describing,general,NCERT Snapshots — The Tale of Melon City
word,Bulletin,"bulletins; बुलेटिन, सूचना पत्र; اعلان; Elaan",A short official announcement or report.,"बुलेटिन, सूचना पत्र · اعلان (Elaan)

**In use**

- The bulletin board had carried bad news for two years — lost battles, orders from Berlin.

*From NCERT Flamingo — The Last Lesson.*",nouns,general,NCERT Flamingo — The Last Lesson
word,Primer,primers; प्रारंभिक पाठ्यपुस्तक; ابتدائی کتاب; Ibtidai kitab,A first book for learning to read.,"प्रारंभिक पाठ्यपुस्तक · ابتدائی کتاب (Ibtidai kitab)

**In use**

- Old Hauser held his primer, spelling out the letters with the children.

*From NCERT Flamingo — The Last Lesson.*",nouns,general,NCERT Flamingo — The Last Lesson
word,Scavenge,scavenging; scavenger; कूड़ा बीनना; کوڑا چننا; Koora chunna,To search through waste for anything usable.,"कूड़ा बीनना · کوڑا چننا (Koora chunna)

**In use**

- Saheb scavenges the garbage dumps of Seemapuri for something that might be gold.

*From NCERT Flamingo — Lost Spring.*",verbs,general,NCERT Flamingo — Lost Spring
word,Perpetual,perpetually; निरंतर; دائمی; Daimi,Never ending or changing.,"निरंतर · دائمی (Daimi)

**In use**

- The bangle makers of Firozabad are trapped in a perpetual cycle of poverty and middlemen.

*From NCERT Flamingo — Lost Spring.*",describing,general,NCERT Flamingo — Lost Spring
word,Stigma,stigmatised; कलंक; بدنامی کا داغ; Badnami ka daagh,A mark of disgrace attached to a person or thing.,"कलंक · بدنامی کا داغ (Badnami ka daagh)

**In use**

- Poverty carries a stigma in Firozabad; the bangle makers do not dare organise.

*From NCERT Flamingo — Lost Spring.*",nouns,general,NCERT Flamingo — Lost Spring
word,Aversion,averse; घृणा; نفرت; Nafrat,A strong dislike.,"घृणा · نفرت (Nafrat)

**In use**

- Douglas's aversion to water began in the surf at Yakima, and grew at the YMCA pool.

*From NCERT Flamingo — Deep Water.*",nouns,general,NCERT Flamingo — Deep Water
word,Treacherous,"treachery; कपटी, ख़तरनाक; دغاباز، خطرناک; Dagha-baaz",Dangerous while appearing safe; also disloyal.,"कपटी, ख़तरनाक · دغاباز، خطرناک (Dagha-baaz)

**In use**

- The pool looked safe but was treacherous for a boy who could not swim.

*From NCERT Flamingo — Deep Water.*",describing,general,NCERT Flamingo — Deep Water
word,Terror,"terrified; terrorise; आतंक, भय; دہشت; Dehshat",Extreme fear.,"आतंक, भय · دہشت (Dehshat)

**In use**

- ""The terror that had chased me ceased to be a shadow"" — Douglas after he learned to swim.

*From NCERT Flamingo — Deep Water.*",nouns,general,NCERT Flamingo — Deep Water
word,Vagabond,vagabonds; आवारा; آوارہ; Awara,A person with no home who wanders from place to place.,"आवारा · آوارہ (Awara)

**In use**

- The rattrap peddler was a vagabond who saw the world as a great rattrap.

*From NCERT Flamingo — The Rattrap.*",nouns,general,NCERT Flamingo — The Rattrap
word,Ironmaster,लोहे के कारखाने का मालिक; لوہے کے کارخانے کا مالک; Karkhane ka malik,The owner or manager of an ironworks.,"लोहे के कारखाने का मालिक · لوہے کے کارخانے کا مالک (Karkhane ka malik)

**In use**

- The ironmaster mistook the peddler for an old army comrade and took him home.

*From NCERT Flamingo — The Rattrap.*",nouns,general,NCERT Flamingo — The Rattrap
word,Sharecropper,sharecroppers; sharecropping; बटाईदार; بٹائی دار; Batai-daar,A farmer who works land owned by another and gives part of the crop as rent.,"बटाईदार · بٹائی دار (Batai-daar)

**In use**

- The sharecroppers of Champaran had to grow indigo on fifteen percent of their land.

*From NCERT Flamingo — Indigo.*",nouns,general,NCERT Flamingo — Indigo
word,Indigo,नील; نیل; Neel,"A dark blue dye, and the plant it comes from.","नील · نیل (Neel)

**In use**

- Gandhi's Champaran campaign began with the sharecroppers forced to grow indigo.

*From NCERT Flamingo — Indigo.*",nouns,general,NCERT Flamingo — Indigo
word,Pancake,pancakes; पैनकेक (एक तरह का मेकअप); پین کیک; Pancake,"A thin, flat cake fried in a pan — in the chapter, the brand of make-up at Gemini Studios.","पैनकेक (एक तरह का मेकअप) · پین کیک (Pancake)

**In use**

- ""Pancake"" was the make-up that turned every decent-looking actor into a hideous crimson hue.

*From NCERT Flamingo — Poets and Pancakes.*",nouns,general,NCERT Flamingo — Poets and Pancakes
word,Averse,aversion; विमुख; بیزار; Bezaar,Strongly disliking or opposed to.,"विमुख · بیزار (Bezaar)

**In use**

- Gemini Studios' boss was averse to Communism — and welcomed the Moral Re-Armament army.

*From NCERT Flamingo — Poets and Pancakes.*",describing,general,NCERT Flamingo — Poets and Pancakes
word,Cruelty,cruel; क्रूरता; ظلم; Zulm,Behaviour that deliberately causes pain.,"क्रूरता · ظلم (Zulm)

**In use**

- Some celebrities call the interview a form of cruelty, an unwarranted intrusion.

*From NCERT Flamingo — The Interview.*",nouns,general,NCERT Flamingo — The Interview
word,Chivalry,"chivalrous; शौर्य, शिष्टता; جوانمردی; Jawan-mardi","Courteous, gallant behaviour, especially by men towards women.","शौर्य, शिष्टता · جوانمردی (Jawan-mardi)

**In use**

- Sophie's daydream of Danny Casey has a touch of chivalry — he asks her to walk with him.

*From NCERT Flamingo — Going Places.*",nouns,general,NCERT Flamingo — Going Places
word,Pangs,pang; टीस; ٹیس; Tees,Sudden sharp feelings of pain or emotion.,"टीस · ٹیس (Tees)

**In use**

- The poet felt the old familiar pangs of fear at her mother's ashen face.

*From NCERT Flamingo — My Mother at Sixty-six (poem).*",nouns,general,NCERT Flamingo — My Mother at Sixty-six (poem)
